YORK, 0, Shit that Do you wanna head back and call it in Nada No radiation no movement nothing What is it Is it dead Yeah fine I told you we that Bloody big if it is open get back and call this in What is that is that metal fragments Another one Oh God oh shit oh God Give me a hand with Ack uuh know Help me uuh help me get him inside I wanted to get him back here get him back to base Get real Beauvais That thing might chew his fucking face off for all I but I think we should just wait and let the Doc take a look I mean these these mothers were were huge They look like The sonofbitches got into wing ripping it apart Jesus Christ Hurry up losing it going Oh yeah Like what This is lunacy not gonna make it across the platform Oh yeah Real inconspicuous need this for the gratings Trigger finger to operate thumb Suicide run man suicide run
THOMAS, 0, The door to the food storage locker was smashed open It must have Come on man Leave it alone Catch this momma boneface These bastards so tough Is that thing working got company what Quick give me the clip Yes Open the doors Open the goddamned fucking doors Yeah Right You wanna go outside and tell them that Maybe they coming Maybe they even know got up through the pit Motherfucker
MATT, 0, Close it up close it up you impossible Nothing can grow and reproduce this Well it occurred to me that we could use the overhead crane to load Okay people hustle Yeehaa Demolition derby baby Holy shit groggy Shit You didn t tell him I was here So what s the rush Wanna ride down You re gonna have to tell him about us Isabelle She bit me And give you a chance to pull ahead ala Porky Good shootin Tex I m still ahead to As we pull out we see we are Protocol is hot Maybe if you stopped naming them after A whole mention And I thought I was Okay Let s make some history It s reacting Do it Do it Come on ribbing Sarah Well maybe not right away What was that about Yo Reality check What the hell was The protocol works you tell But the oversight committee Well then mind telling us how interrupting Can we talk about this later I know how feeling Hell he What if you were given the opportunity What if they know whether or Is about who gets to be on top Why do you always get philosophical They said the same thing about the We made our deal with the devil years ready not too late to back out Nervous Ever tell you the one about Superman So flying around the city man funny shit to Linda Any last words Human DNA structure is slightly more got to stop it Is he dead Unfuckingbelievable You nodded off Seventeen hours In the lab crunching numbers He may be coming out of it Over here in the corner It was painful Sebastian Well I see the procedure It sound like something You sure So how was your first night Yeah you do Yeah Sarah mentioned you in be helpful to us if tell It I just want it to have to draw some more blood Okay man Here we go Subject manifesting Get a tranq Stat Start CPR Holy shit What happened I see his goddamn pupils Just got the tissue sample results Sometimes the test pilots make just a little hitch is all Not too bad physiology has changed and He could be anywhere Hell he could be See you there looking around too just saying we need to be Where the hell have you been It was bad enough you left without an Sorry man do the same if it Come on man got a ton of tests reversion Full quantum cascade at Leave him alone He just needs to blow it go Why so cheery this morning happy if I make it to my coffee Think he knows about us I know I see anything Relax nothing Where were we You saw the tape The man was in his And it him What do we do in the meantime probably meeting with the What Let me see that Let me try mine Kensington Two Romeo One Five Nine How long before anybody starts looking What is it Removed By who This is bad What happened Intercom the phone lines What the fuck is going on here What Can you fix the elevator Restore our Right now that sounds like good news Systems hot Activating motion him Got Just watch our backs Hey Carter Walkie sotto Going Thermal He probably just stopped moving Do you have anything How did he get by us Sebastian here to help into walkie What the Looks like looks like pumping No fucking shit into walkie down Hurt bad Bleeding from Shit Goddamnit The doors are closing Where Goddamnit I got thermals all over the starting to lose resolution on my Sebastian Get a hold of yourself You Calm down Sebastian we can talk He was going to kill me got to got out of here Oh god right between us and Ahh Shit It kill me unless it gets So he could be anywhere right now It happened alright Now we have to Where listen to him not worth He does anything anything at all Get out of here dizzy I feel my legs He surprised us We Lin A little you doing Barely no way out They say freezing to death so Thought thought save you He said it himself All find In an enclosed space wipe out Forget about me You go But I going to pass out look coming down Sebastian you fuck No Get off of her
WREN, 0, 
TO, 3, silence
HILLARD, 0, 
CHRISTIE, 1, 
PRICE, 0, Jeez not a helluva lot is it Whispering
COURTNEY, 1, Tell me Stashdo you think SoHo is
MELANIE, 1, Hello Mrs MacGruder have you ever What do you suppose it is You said three Well this one be a chick And talk Yes judiciously with a resigned sigh What solicitously Lovebirds sir Well yes sir there are I understand completely sir leading him around I think so sir No sir those are redbirds airily baffled Well we just let them fly Oh certainly to protect the Yes a particularly dangerous Some of them are Well they get a sort of hangdog Are you sure you like to feebly Oh Ohhhhh There we are What did you say But how how do you know my name Hey wait a minute I know you How We never met in court or anyplace When I break that window What are you A policeman What do you call your lovebird story You knew I work here You I think a louse And glad you get your angrily Have you got a pencil No better send him May I use as she dials How soon Immediately with an edged anger Now What time tomorrow morning curtly all right Monday trapped Well where did he go Bodega Bay that Sixty Oh in utter despair now Oh shut up Good morning I wonder if you could help me looking for a man named Mitchell Do you know him Where does he live Yes but where Where Yes The Brenners Mr and Mrs Brenner The two kids I see How do I get down there The front door You see I wanted to surprise them I want to come right down the a surprise you see Where would I get a boat looking at him surprised Daniels I wonder if you could tell me The little name Yes Are you sure I need her exact name you see Yes Thank you Can I have the boat in about twenty How much for the phone calls Me Miss Hayworth Melanie Daniels sorry to The man at the post office sent me The one who lives in the white house smiling Well not exactly No not really a lovely garden No Just a few hours Well something like that Yes hesitating then Now you sound a bit mysterious Miss Lovebirds Thank you What made it that So a lawyer Do you practice here What kind of law Is that why like to see everyone Only violators and practical jokers right Ouch you see the lovebirds To bring your sister those birds To see a friend of mine Why blurting the only realizing this was a the lie getting deeper Just a few just a day or two pulling away Yes Why would I want to see you of all It was no trouble at all I simply I loathe you You have no manners None of your business I say I like your seagulls I was And all I get for my pains is angrily Yes but Certainly but With with Annie of course Annie Annie may have made other sure Maybe with an overwarm Yes I did I was wondering That sign I would appreciate it tried smiling Yes calling Yes Well I suppose Famished Your brother told me No not exactly to Mitch as he carries What Oh I suppose so I think your mother would like I know I think so touching her hair I know yet smiling I think so Cathy Oh yes Will I be seeing you again San a long way from here How does Mother know what I like to Oh That Rome In case interested I was Without any clothes on With all my clothes on The newspaper neither poor nor innocent but Yes but Yes Yes the truth But I was No No No Yes I was lying I wrote the letter It said Mr Brenner I think Yes Because it seemed stupid and foolish I told you what happened in Rome I give a damn what you believe Why That might have been good enough in But not for me angrily sarcastic touching her head If you have some No thank you Thank you with a tired smile I despise it Where are you from originally Annie you happen to come here I suspected as much Annie nothing between What do you mean When was this Different smiling And what had you done Then what was it Then why did she object to you Afraid take Mitch I understand Annie that adds up to a jealous Someone ought to tell her be What about Mitch he have I see Then what are you doing here in Bodega sorry Forgive me I did And the second at phone coolly He wants me to go to party It seems so pointless Do you think I should go really up to Lydia it firmly Thank you Annie pointing to the ground But it dark Annie I really have any more I possibly I have to get Cheers in this Nitroglycerin Well I have to get to work tomorrow sipping at the martini I do different things on different hesitating Yes And on Tuesdays I take a course in On Thursdays I have my meeting and Nothing Do you know what I was doing in that I have an aunt you see Aunt Tessa facetiously silly it Teaching a Yes I I am A gull smashed into front No I have my things in the car If I go across to Santa Rosa get it Mitch shouting it Mitch The curtains take Cathy up to bed I think I should you get my things from the car Do Mitch Mitch imitating them nodding secretively Certainly of birds It all started several months ago delighted Not at first Oh yes a few sparrows Sure But eventually even the more Why should we submit ourselves to And all the while that sparrow was You have nothing to lose but your Mmm With my little sparrow leading team It was like that yesterday After the gulls attacked It makes you feel as if They were angry Mitch They came frightened Mitch frightened and confused and I everything I know Oh damn it why did you have to walk Yes I was just taking her in some Be careful Please No me Mrs Brenner I thought Al Malone wanted him out at the He was calling from the farm Mrs He must have He sent for the Santa What Yes sure fine No Try not to think of that Mrs there be all right Yes Would you like to rest now Mrs Why Mrs Brenner Is that so important Mrs Brenner And if you I think it might also matter to Mitch going to the bed Would you like me to go for her I mind really just clear up here and then Outside got to get the children out of whispering Daddy there were hundreds of them At the school No I Just a The Bodega Bay School I know how many children No the birds attack until different Daddy Thank you dialing into phone in background Yes all right wait for you turning to her leaping upon this What were the crows after at the Daniels I think they were after the To I know why No one called it a war Have you ever seen a jay protecting Maybe all protecting the I know anything about birds This a few birds I keep telling Maybe Is it impossible At house all right Listen to him please Look Mitch Mitch take any chances Careful Mitch The crows may be as the birds flutter Please Get Cathy get out of Mitch you leave her out there You drive Mitch holding her breath The town looks clear How long have they been gathering I keep thinking of Annie looking Look still coming I tried a little while ago The Yes Where are they heading Santa Rosa the last of it And locked it go with you When will they stop What time is it You must be exhausted I want to be safe I want to Mitch No wait whispering still whispering weakly Please weakly Can we turn back Then go ahead Mitch Mitch
MITCH, 0, I wonder if you could help me deliberately and deadpan Yes I understand there are different These are for my sister her As the same time I want Do you have a pair that are just at the finches The sign says strawberry finches Those are canaries Miss All these innocent little creatures I suppose not Is there an I imagine very important Are they moulting now How can you tell Yes I see All right he waits Shhh Shhhh putting the canary savoring this secretly Ahhh but I know you We met in court true rephrase it I saw Do you remember one of your practical No but your little prank did The I simply believe in the law Miss Ahhh but I really do want those Right I recognized you when I came I am breezily as he goes That was the damndest thing I ever It deliberately came down at you Come on take care of that over his shoulder Come on better go up to the Deke have you got a first aid kit Young woman cut herself accepting the first Stop worrying Deke She was in a I think Miss Daniels is going Just some peroxide I want to clean right What are you doing in No San Francisco What are you Criminal Not everyone Miss Daniels sorry You came all the way up here to bring What for sorry Yes Well well small world Annie How do you know Annie Did you Imagine that How long will I think have to shave the hair still bleeding a little Here Bend your head down This little So you came up to see Annie huh I believe you shrugging grinning What did it say see a thing But you were coming up anyway grinning rising to greet her continuing A delivery Mother Miss Daniels For Cathy For her birthday By the Miss Daniels is staying for the After all you did go to the trouble Yes lovebirds We let you get away without thanking you in You are you Then settled What time is pick you up Miss Daniels Of course how stupid of me A quarter sure now You hire a Seven then be waiting your head coming up just about ready as they follow into Caviat emptor Mother Let the buyer simply quoting the law He was watching a ball game on His wife changed the channel Yes very Yes I told you We met yesterday Yes No I only led her into believing I Mother where did you go to law I suppose so Her father owns a big I know Mother Yes Mother I know Mother Mother I think I can handle Melanie Daniels I know exactly what I want Mother be able to find your way back in San Francisco five days a I guess she and I read the same gossip Mmmm I like to swim We might get You were just a poor innocent victim The truth is you were running around who much care for propriety the opinions of others and you Sure Do you really know Annie So you go to school together And you come up here to see You were lying Did you really write a letter to me What did it say But you tore it up Why Like jumping into a fountain in Rome Do you expect me to believe still like to see you I think it could be fun It is for me What do you want trying to get you to stay for with a shrug Why do you have to rush off surprised What do you do Like what Helping travelers What about Thursdays and Fridays And Fridays What do you do then glad you do What it say No tell me Are you all right gone Mother with a small boy They touch anything You look a little shaken Last night What do you mean concerned gently Do you want some mustard with this She said something about having to Take it into the living room would coming in with two Yeah but be hitting all that to Melanie to the others shouting We know what it is Al Not by the thousands Yes but the curtains were drawn What are we going to do about it Well still a little These birds were right We had a party here Eleven In the middle of the party Does this room look silly I can handle it myself Are you staying Thanks Al be all right I wanted to change my shirt It smelled of the fire Really Tell me about it Of birds Growing a beard So they united Well go along with anything Hear Hear hear Take wing attempting to be probably hungry all so damn quiet out there What do you mean I thought of that trying to make it waving his little wings Melanie Melanie No no Melanie alarmed That was Al on the phone He wants Melanie going to her He was killed last night By birds Hold it just a minute Sebastian Sebastian not an alarmist flatly exploding Mrs Bundy why you go home If we do something now if we Do you believe true Sebastian happening that a good Then help me Sebastian an not sure but I only know got to drive them Mrs Bundy you said something about make our own fog With smoke use smoke pots Like the Army Can we go on living here otherwise back to Melanie looking up I think safe to get out now got to get Cathy The bay The past fifteen minutes after a long pause It may not be last week again for a Do you want to try your father again Have we still got power Is that all sighing I got them all Mother I know a chance we have to take Not now Not while massing I know when see what I know yet I think be I know break up the sharply get the wood Why you Inland Maybe softly putting wood on fire I wish I could say But if I could Shhh Shhh I thought have stopped by Almost two am How about you I wonder if Cathy fed them holding her have been safe in San Francisco in the darkness Wait here move better light some of those lamps I think easing off Mother get a rope shouting yelling Cathy Get a blanket and some Just lie there and keep still I can handle it doing fine gone The same pattern We be here I want to try for San Francisco We have to try it They be worry about that when we get What do we have to know Mother You have to I think better get started with a slow nod Be careful with that door take it slow until we get to All right Shhh Shhhh Shhh Shhhhh I I think so If we get almost as a prayer with the faintest It looks it looks clear up ahead
MAN, 3, Is that for Mitch Brenner not home He be back until Monday I Yes I think you should leave Bodega Bay He goes up there every Up on the coast About sixty miles About an hour and a half on the hold the birds for him but apologetically Afternoon Blade Extranjero Quien es I can explain No gun Chow Conrad Chow Swear to God Conrad Chow Never go that way Monsieur him you The guy The scientist I saw you Yeah how much for the silver flask Really it from Really I think let you keep it
ANNIE, 1, Yes Yes Cathy the one Cathy Brenner Which is why the mail in this town Are you a friend of been wanting a cigarette for Thank you It gives me something to leaving after you see Cathy Actually none of my business putting out cigarette Not at all still curious a nice drive I guess where everyone meets Do I Mmm surprised Yes Well really hope to rent it after a pause utilitarian say that for Yes I know Did something unexpected Why you come in then I was shaking her head Miss Daniels Is that you Hi concerned get it sit down Miss Daniels All right sitting opposite her Well your evening go Did you meet Lydia Or would you rather I changed the nodding laughing San Francisco Oh someone invited me up for the Look I see no reason for being coy I guess you knew that anyway You worry over and there I think have some of that too Four years ago Of course that was With Lydia Then maybe it different at When I got back to San Francisco I Nothing I simply existed So what Lydia liked me you see That was Because she was afraid Afraid give Mitch Afraid of any woman give Mitch No I think so not afraid She already has a daughter apologetically So it ended Not immediately of You get straight to the point No all right I mind Then you know Little girls in brown simply Hello Oh hello No no I waiting be going too to help out It Pretty Did you get that at up to you Never mind Lydia Do you want to go Then go rising to the emptiness sympathetically All right then here we go coming over Children they were only seagulls trying to restore not going outside until we All right now wh Quiet down children Quiet down Miss Daniels wants to see how we like you to show her how quiet going to go out of the school shushing them
DEKE, 1, instantly alarmed Shall I call the doctor You cut yourself outside Miss I had a man trip and fall in the doubtfully Just the Bodega Bay School In the book right here Miss to Mrs Bundy Mrs Bundy you seem to Bunch of crows attacked the school I even know there were many making a connection Coming right up scaring me too Are you trying Why not Mrs Bundy Well we seem to have more than our Coming wrong The freeway see Scallops and coffee We have any fog this time of What that do as bad alarmed
LYDIA, 1, puzzled A what How do you do Miss Daniels Oh I see Across at You did say birds understanding Seven same as usual going toward house He sold the feed to me he Whose side are you on Never mind the law Cathy you can This take a minute Miss Dan Well just no good The chickens as she sits slowly as she goes into from the kitchen coming from kitchen a charming girl she And certainly pretty How long have you known her In a bird shop She was selling birds But she did buy the lovebirds and laughing think he could manage to keep She is the one who jumped into that Perhaps oldfashioned none of my business of course looking up Well Are they gone Well well is everyone all right the matter with all the birds Hurry up with the rest Mitch picking up a cup Yes I did Tell him about the party The children were playing a game These birds attacked Dan Dan shouting shouting Have you seen him this morning shouting it Here chick chick chick chick Dan Dan Are you home Dan Dan Dan Are you in there Oh thank you Mitch Why Al believe my story Then he saw What good will they do Do you think all right Cathy At the school Do I sound foolish to you I keep seeing Dan face I wish I were a stronger person I lost my husband four years ago not this way you know Not I wish I could be that way honestly and simply No No go yet Because my son is Yes I think so My son is important with a faint smile shaking her head sighing I ask you to Would you feel so much better Melanie gently I get any of the local stations pause When do you think come If there are larger birds Mitch Maybe we ought to leave When Where will we go What happens when we run out of wood shouting at Mitch trembling nodding Did you close the door snapping it birds Mitch Oh my God look at her Let me do that Mitch I know you can Shhhh Shhhh as she works Apologizing gone God have mercy But be back Where can we go Mitch no shaking her head If If they are frightened terribly frightened nodding then after Take them Mitch almost a prayer losing them
CATHY, 1, excitedly Miss Daniels beautiful just what what you said Mom Mr I still understand how you Mitch knows lots of people in San Well Mom the first to admit Mom please I know all the democracy Is smoking fun Could I have a puff delighted Are you coming to my party you like us you like Bodega Bay Mitch likes it very much He comes If you do decide to come say You see got this whole No touching allowed They must have been after the food coming from kitchen Oh Where want the coffee seeing the birds I think you ought to stay the night got an extra room upstairs and Did you put the cover on that cage Just listen to them working The working On our way back from taking Michele shrieking it her Mitch can I bring the lovebirds in Mom in a cage Mitch Why are they doing this The Why are they trying to kill people in terror at the foot of the Listen May I take them Mitch They harmed anyone whispering Mitch Do do you think Please be quiet please be quiet Well hello there
